OG,branch,dN,dS
OG0013347.fa.json,TX_maternal_00026519_RA_1,1.318388770427313e-10,4.1408142902084376e-10
OG0013347.fa.json,TX_paternal_00029270_RA_1,0.0114656119569215,0.0228959701266508
OG0013347.fa.json,buc_00020328_RA_1,0.0707009282731074,0.1411844695032033
OG0007181.fa.json,Node2,0.0331809397400892,0.0798194454185342
OG0007181.fa.json,Rsag_NChap2_final_00020931_RA_1,0.0610901565684491,0.146957333216625
OG0007181.fa.json,TX_maternal_00016756_RA_1,0.0032008544898293,0.0076999154407588
OG0007181.fa.json,TX_paternal_00024435_RA_1,0.0035189176757647,0.0084650422668307
OG0007181.fa.json,buc_00015369_RA_1,0.0617936482471722,0.1486496395856452
OG0011432.fa.json,Node2,0.0354071094034436,0.1525231356224812
OG0011432.fa.json,Rsag_NChap2_final_00004138_RA_1,0.0309601867985753,0.133367135853151
OG0011432.fa.json,TX_maternal_00006836_RA_1,0.0042998992402916,0.0185226675105598
OG0011432.fa.json,TX_paternal_00004171_RA_1,0.0082467441311295,0.0355244834935278
OG0011432.fa.json,buc_00011157_RA_1,0.0218937635215792,0.0943117221131749
OG0009340.fa.json,Node2,0.0150415033167009,0.1143590719278528
OG0009340.fa.json,Rsag_NChap2_final_00028651_RA_1,0.0196742220575883,0.1495811773621162
OG0009340.fa.json,TX_maternal_00030171_RA_1,0.0011692690030885,0.0088898373528089
OG0009340.fa.json,TX_paternal_00033232_RA_1,0.0009945457369562,0.0075614335265169
OG0009340.fa.json,buc_00036644_RA_1,0.0130163712786227,0.0989621920063597
OG0009567.fa.json,Node2,0.0387923196433974,0.0995051231858595
OG0009567.fa.json,Rsag_NChap2_final_00006673_RA_1,0.0872466832426326,0.2237940923208864
OG0009567.fa.json,TX_maternal_00000232_RA_1,0.0004937046087492,0.0012663882532063
OG0009567.fa.json,TX_paternal_00001695_RA_1,0.00024587412577,0.0006306850272906
OG0009567.fa.json,buc_00032614_RA_1,0.0342458108406359,0.0878429972123904
OG0009929.fa.json,Node2,0.0299516306329901,0.1131092799876951
OG0009929.fa.json,Rsag_NChap2_final_00024459_RA_1,0.0119499168594145,0.0451276429134521
OG0009929.fa.json,TX_maternal_00001423_RA_1,0.0008482301976411,0.0032032548776604
OG0009929.fa.json,TX_paternal_00000515_RA_1,0.0008231546832007,0.0031085597534305
OG0009929.fa.json,buc_00033552_RA_1,0.0610949804637611,0.2307189660487754
OG0009095.fa.json,Node2,0.0337520570411513,0.1613223213381202
OG0009095.fa.json,Rsag_NChap2_final_00027593_RA_1,0.0597689649777846,0.2856734972460249
OG0009095.fa.json,TX_maternal_00029400_RA_1,0.0108497894422464,0.0518579716998876
OG0009095.fa.json,TX_paternal_00032469_RA_1,0.0010110993397392,0.0048326800464724
OG0009095.fa.json,buc_00033069_RA_1,0.0420285173781795,0.2008807338047849
OG0014595.fa.json,Node3,0.0181377051563732,0.0864144596960548
OG0014595.fa.json,Rsag_NChap2_final_00012771_RA_1,0.0300330366613307,0.1430880375298615
OG0014595.fa.json,TX_maternal_00013218_RA_1,1.3101068301138858e-10,4.224695178860627e-10
OG0014595.fa.json,TX_paternal_00012801_RA_1,0.0004294255300746,0.0020459355161616
OG0014595.fa.json,buc_00014805_RA_1,0.0118303146660957,0.0563638145559861
OG0014640.fa.json,Node2,0.0532637547104538,0.214263521682465
OG0014640.fa.json,Rsag_NChap2_final_00012890_RA_1,0.0872045755466241,0.3507968892733192
OG0014640.fa.json,TX_maternal_00013358_RA_1,0.0018936260614818,0.0076174687813207
OG0014640.fa.json,TX_paternal_00012635_RA_1,1.269493374508127e-10,4.710666363598645e-10
OG0014640.fa.json,buc_00031971_RA_1,0.0494992610237777,0.1991201342317807
OG0014833.fa.json,Node2,0.0269977478242552,0.1484208543854517
OG0014833.fa.json,Rsag_NChap2_final_00013653_RA_1,0.0464911284429257,0.255586245555028
OG0014833.fa.json,TX_maternal_00014042_RA_1,0.0015910367622257,0.0087467679580314
OG0014833.fa.json,TX_paternal_00011839_RA_1,0.0014974250482672,0.0082321350095111
OG0014833.fa.json,buc_00019206_RA_1,0.0178222913399091,0.0979785323203613
OG0010116.fa.json,Rsag_NChap2_final_00000054_RA_1,0.0732071119506121,0.2210700672347344
OG0010116.fa.json,buc_00037537_RA_1,0.0611989961323235,0.184808085296389
OG0010731.fa.json,Node2,0.0145707549063705,0.1282528818511331
OG0010731.fa.json,Rsag_NChap2_final_00002050_RA_1,0.0200826504663477,0.1767690016110273
OG0010731.fa.json,TX_maternal_00004141_RA_1,1.331950934013522e-10,4.0124934065082787e-10
OG0010731.fa.json,TX_paternal_00006998_RA_1,0.0021053137356927,0.0185311300298735
OG0010731.fa.json,buc_00007643_RA_1,0.0140969022050108,0.1240819946930663
OG0012810.fa.json,Node3,0.0080161464702632,0.0648683004803978
OG0012810.fa.json,Rsag_NChap2_final_00017803_RA_1,0.0198566324200566,0.160683939986784
OG0012810.fa.json,TX_maternal_00024532_RA_1,0.001034390401063,0.0083704991667893
OG0012810.fa.json,TX_paternal_00027101_RA_1,1.2931310119652e-10,4.4114438908931225e-10
OG0012810.fa.json,buc_00025411_RA_1,0.0223986229357037,0.1812542483262104
OG0012279.fa.json,Node2,0.0205767815286328,0.1682096689162149
OG0012279.fa.json,Rsag_NChap2_final_00016751_RA_1,0.0286933063253585,0.2345600817301757
OG0012279.fa.json,TX_maternal_00022939_RA_1,0.0018217200878658,0.0148920730101318
OG0012279.fa.json,TX_paternal_00025855_RA_1,0.0012437670688982,0.0101674621260442
OG0012279.fa.json,buc_00026627_RA_1,0.0236800861986531,0.1935783520780535
OG0012663.fa.json,Node2,0.0169800135318775,0.0886246613883844
OG0012663.fa.json,Rsag_NChap2_final_00017473_RA_1,0.0276420961526243,0.1442738197465154
OG0012663.fa.json,TX_maternal_00024197_RA_1,0.0021251625144518,0.011091970444252
OG0012663.fa.json,TX_paternal_00026729_RA_1,0.002577037861577,0.0134504667760449
OG0012663.fa.json,buc_00025760_RA_1,0.0171425346789964,0.0894729164033065
OG0012391.fa.json,Node2,0.03204657415404,0.1306173802237819
OG0012391.fa.json,Rsag_NChap2_final_00016310_RA_1,0.0388736760461931,0.1584436982379163
OG0012391.fa.json,TX_maternal_00023443_RA_1,0.0070826759834515,0.0288680024730728
OG0012391.fa.json,TX_paternal_00025343_RA_1,0.0031492494241531,0.0128359027544378
OG0012391.fa.json,buc_00025799_RA_1,0.0383284729225062,0.1562215261154455
OG0010942.fa.json,Node2,0.0326049848026547,0.1502193887612433
OG0010942.fa.json,Rsag_NChap2_final_00002833_RA_1,0.0632686292133627,0.2914945326832125
OG0010942.fa.json,TX_maternal_00004857_RA_1,0.0002043187171478,0.0009413478640829
OG0010942.fa.json,TX_paternal_00006275_RA_1,0.0025585403113977,0.011787840541115
OG0010942.fa.json,buc_00007444_RA_1,0.0241266929233944,0.1111577596407111
OG0008817.fa.json,Node2,0.0793462097176783,0.1662380436845027
OG0008817.fa.json,Rsag_NChap2_final_00028059_RA_1,0.1073874809342787,0.2249872402253379
OG0008817.fa.json,TX_maternal_00028594_RA_1,1.305046188212553e-10,4.2781920857939487e-10
OG0008817.fa.json,TX_paternal_00031615_RA_1,0.0040316870971687,0.008446777460021
OG0008817.fa.json,buc_00023658_RA_1,0.1129918471565409,0.2367289337504011
OG0008459.fa.json,Node2,0.0534427208227351,0.2414587258109317
OG0008459.fa.json,Rsag_NChap2_final_00025509_RA_1,0.0381358064598663,0.1723007940803482
OG0008459.fa.json,TX_maternal_00027582_RA_1,0.007375649793153,0.033323808624743
OG0008459.fa.json,TX_paternal_00030475_RA_1,1.3086157854578209e-10,4.2402749539092317e-10
OG0008459.fa.json,buc_00000035_RA_1,0.0449543393971585,0.2031075017028774
OG0008396.fa.json,Rsag_NChap2_final_00025728_RA_1,0.0708442103950068,0.2737485874421549
OG0008396.fa.json,buc_00000425_RA_1,0.0350121474730869,0.135290179121673
OG0008043.fa.json,Node2,0.0187892766389256,0.1266304576255654
OG0008043.fa.json,Rsag_NChap2_final_00024772_RA_1,0.037255667917595,0.2510848271709156
OG0008043.fa.json,TX_maternal_00021253_RA_1,0.0035789574441325,0.0241204080222025
OG0008043.fa.json,TX_paternal_00019226_RA_1,0.0004172696160324,0.0028121914135837
OG0008043.fa.json,buc_00013585_RA_1,0.0319902382654681,0.2155984282393715
OG0008664.fa.json,Node3,0.0270255214006173,0.1119055121611801
OG0008664.fa.json,Rsag_NChap2_final_00026913_RA_1,0.0412243338406105,0.1706990264332735
OG0008664.fa.json,TX_maternal_00028105_RA_1,1.3012827376550708e-10,4.3191413745877025e-10
OG0008664.fa.json,TX_paternal_00031064_RA_1,0.0002475226728012,0.0010249257011818
OG0008664.fa.json,buc_00022047_RA_1,0.0228578324485593,0.0946482182205756
OG0009527.fa.json,Node2,0.0342659631205475,0.1153695956029149
OG0009527.fa.json,Rsag_NChap2_final_00006407_RA_1,0.0564992351784851,0.19022649068653
OG0009527.fa.json,TX_maternal_00000125_RA_1,0.0028265176998603,0.009516563210267
OG0009527.fa.json,TX_paternal_00001926_RA_1,0.0013549823273121,0.0045620711900363
OG0009527.fa.json,buc_00032771_RA_1,0.0565513343867221,0.1904019027875817
OG0009300.fa.json,Node2,0.0700348997600222,0.3026321741198339
OG0009300.fa.json,Rsag_NChap2_final_00028507_RA_1,0.0380853088802936,0.1645728039586335
OG0009300.fa.json,TX_maternal_00030002_RA_1,0.0015362328282725,0.0066383115042275
OG0009300.fa.json,TX_paternal_00033049_RA_1,0.0046498207060697,0.0200926303081335
OG0009300.fa.json,buc_00032993_RA_1,0.0708852649074718,0.3063067400041319
OG0009969.fa.json,Node2,0.040184754382588,0.1626449811381431
OG0009969.fa.json,Rsag_NChap2_final_00007895_RA_1,0.076739986034096,0.3105997230249359
OG0009969.fa.json,TX_maternal_00001537_RA_1,0.0019401274248599,0.0078525299773553
OG0009969.fa.json,TX_paternal_00000379_RA_1,1.301386313082715e-10,4.3180007073697186e-10
OG0009969.fa.json,buc_00022609_RA_1,0.044890460492416,0.1816909973010855
OG0009881.fa.json,Node2,0.0360502666994514,0.0871570460275091
OG0009881.fa.json,Rsag_NChap2_final_00007674_RA_1,0.0818985893928516,0.1980023944014108
OG0009881.fa.json,TX_maternal_00001294_RA_1,0.0020328328631738,0.0049146850673526
OG0009881.fa.json,TX_paternal_00000658_RA_1,0.0192825683952787,0.0466185649933479
OG0009881.fa.json,buc_00022605_RA_1,0.0561116077287293,0.1356584132445494
OG0013307.fa.json,Node3,0.011730911375719,0.1181893281463443
OG0013307.fa.json,Rsag_NChap2_final_00021272_RA_1,0.0241016018248654,0.2428244520564343
OG0013307.fa.json,TX_maternal_00026372_RA_1,0.0002264666233622,0.002281658875896
OG0013307.fa.json,TX_paternal_00029127_RA_1,1.3378231498837418e-10,3.9601286955738204e-10
OG0013307.fa.json,buc_00020160_RA_1,0.0127244004041847,0.1281987636483608
OG0013520.fa.json,Node2,0.0154132104382269,0.0903356683051927
OG0013520.fa.json,Rsag_NChap2_final_00009442_RA_1,0.0426835825135572,0.2501652700763087
OG0013520.fa.json,TX_maternal_00009510_RA_1,0.0013730159004201,0.0080471430306625
OG0013520.fa.json,TX_paternal_00016729_RA_1,0.0006803814563751,0.0039876645952792
OG0013520.fa.json,buc_00029573_RA_1,0.0280666256258882,0.1644963840043381
OG0007214.fa.json,Node2,0.0371706656074616,0.2275266954710878
OG0007214.fa.json,Rsag_NChap2_final_00020844_RA_1,0.0432699055561769,0.2648609720501391
OG0007214.fa.json,TX_maternal_00016875_RA_1,0.0003965282644053,0.0024272033924222
OG0007214.fa.json,TX_paternal_00024200_RA_1,0.0020354233251172,0.0124591027758118
OG0007214.fa.json,buc_00028495_RA_1,0.0249316141539986,0.1526097983050584
OG0013886.fa.json,Node2,0.0128116586961363,0.0980030998826038
OG0013886.fa.json,Rsag_NChap2_final_00010369_RA_1,0.031332363768375,0.2396776911389436
OG0013886.fa.json,TX_maternal_00010598_RA_1,0.0028603962074905,0.0218806714942426
OG0013886.fa.json,TX_paternal_00015551_RA_1,0.0021299403349446,0.0162930312413424
OG0013886.fa.json,buc_00003378_RA_1,0.0190780088154003,0.1459377000154337
OG0011472.fa.json,Node2,0.0124916409693997,0.1078157051974467
OG0011472.fa.json,Rsag_NChap2_final_00004054_RA_1,0.0306991743215858,0.26496543861364
OG0011472.fa.json,TX_maternal_00006940_RA_1,0.0005756560812567,0.0049685038582147
OG0011472.fa.json,TX_paternal_00004066_RA_1,0.0003041239482124,0.0026249023666532
OG0011472.fa.json,buc_00011080_RA_1,0.0168504076085439,0.1454363428816091
OG0011180.fa.json,Node2,0.0217563908419646,0.0665834597415868
OG0011180.fa.json,Rsag_NChap2_final_00003773_RA_1,0.0984525305609619,0.3013050350437252
OG0011180.fa.json,TX_maternal_00006013_RA_1,0.0244368962093763,0.0747869031580338
OG0011180.fa.json,TX_paternal_00005310_RA_1,0.0067835150760757,0.020760332274558
OG0011180.fa.json,buc_00010390_RA_1,0.1274545309557994,0.3900630252702317
OG0007995.fa.json,Node3,0.0345544641366875,0.1057728371944509
OG0007995.fa.json,Rsag_NChap2_final_00024632_RA_1,0.0716475177989296,0.2193164161236847
OG0007995.fa.json,TX_maternal_00021090_RA_1,0.0022142389462633,0.0067778893819992
OG0007995.fa.json,TX_paternal_00019404_RA_1,0.0014387491718741,0.0044040787702079
OG0007995.fa.json,buc_00013826_RA_1,0.0280778206348847,0.0859475273307872
OG0015324.fa.json,Node2,0.0170647780524825,0.112241104713598
OG0015324.fa.json,Rsag_NChap2_final_00015076_RA_1,0.0243215512392899,0.1599714787412163
OG0015324.fa.json,TX_maternal_00015672_RA_1,0.0004350721484244,0.0028616240081816
OG0015324.fa.json,TX_paternal_00010071_RA_1,0.0012908635979788,0.0084904682513953
OG0015324.fa.json,buc_00016902_RA_1,0.0192773080171708,0.1267936999295919
OG0015503.fa.json,Node2,0.0260820768027878,0.0813200819087877
OG0015503.fa.json,Rsag_NChap2_final_00015478_RA_1,0.1110381615928612,0.3462006673781253
OG0015503.fa.json,TX_maternal_00016125_RA_1,0.0031538463970999,0.0098332295115583
